"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","±³ÅëÁ¤º¸","È¨ÆäÀÌÁö ¾ğ¾î","´ëÇ¥¸Ş´º"
"4844","zh-CN","Cafe Alley","https://chinese.visitseoul.net/restaurants/Alley2/CNP004842?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP004842","135-120 âÏ?ã¼ßúõ®??øİÔ×107-32 ","135-120 âÏ?ã¼ßúõ®?à¤äóÖØ5Ê¶30 ","+82-2-549-0116","","11:00 ~ 23:30","7?? ?Ô²Ñ©??ó× 5õóÏ¢  ","","???"
"1321","zh-CN","All-day Brunch Cafe, B Meal","https://chinese.visitseoul.net/restaurants/All-day-BrunchCafe-B-Meal-CN/CNP000420?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP000420","140-893 ¼­¿ï ¿ë»ê±¸ ÇÑ³²µ¿ 738-7 ","04348 âÏ?ã¼?ß£?×Ş÷ÁêÂÖØ55Ê¶35, 1?(?ÑõÔ×) ","+82-2-797-0715","http://bmeal.modoo.at/","11:00 ~ 22:00","6??×Ş÷ÁêÂó×2? õóÏ¢    6???Ë°?ó×1? õóÏ¢","",""
"1592","zh-CN","Ò´?×ìô±?ë¿ïÁ","https://chinese.visitseoul.net/restaurants/Ò´?×ìô±?ë¿ïÁ-Âû¶±µî½É/CNP001582?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP001582","157-928 ¼­¿ï °­¼­±¸ È­°îµ¿ 1131-20 ","07656 âÏ?ã¼Ë°à¤?ıì?ß£ÖØ172 ","+82-2-2606-1771","","11:00 - 22:00","5??ü¢ÍÛó×3?õóÏ¢   ","","?éÚë¿"
"4914","zh-TW","Mug For Rabbit","https://tchinese.visitseoul.net/restaurants/Mug-For-Rabbit-TC/TCP004913?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004913","135-889 545-1, Sinsa-dong, Gangnam-gu, Seoul, Korea ","06033 âÏì³ã¼Ë°ÑõÏ¡ÖåúÖÖØ159Ê¶65 ","+82-2-548-7488","","10:00 ~ 24:00 (KST)","3ûÜàÊ ãæŞŞ 8ûÜõóÏ¢  ","","?? û×Õ¡ÜÛÓ±?"
"4915","zh-CN","Mug For Rabbit","https://chinese.visitseoul.net/restaurants/Mug-For-Rabbit-CN/CNP004913?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP004913","135-889 545-1, Sinsa-dong, Gangnam-gu, Seoul, Korea ","06033 âÏ?ã¼Ë°Ñõ???ÖØ159Ê¶65 ","+82-2-548-7488","","10:00 ~ 24:00 (KST)","3?? ãæŞŞ 8õóÏ¢  ","","?? û×?ÜÔÓ±?"
"1587","zh-CN","Jamuna","https://chinese.visitseoul.net/restaurants/Jamuna-CN/CNP001558?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP001558","110-840 âÏ??ÖØ?óããæÔ×174-1 ","03105 âÏ?ã¼?ÖØ??ÖØ321-2 ","+82-2-765-7827","http://cafe.daum.net/indofood0762","11:00 ~ 23:00 ","1???ÓŞ?ó×3õóÏ¢","","ìÔÓøÖù×â"
"5659","ko","Àğ´Ï´ıÇÃ¸µ","https://korean.visitseoul.net/restaurants/Àğ´Ï´ıÇÃ¸µ/KOP005659?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005659"," ¼­¿ï ¿ë»ê±¸ ÀÌÅÂ¿øµ¿ 74-24 ","04391 ¼­¿ï ¿ë»ê±¸ º¸±¤·Î59±æ 33 (ÀÌÅÂ¿øµ¿) ","02-790-8831","","¸ÅÀÏ 11:30 ~ 20:30","6È£¼± ÀÌÅÂ¿ø¿ª 4¹ø Ãâ±¸","","±º¸¸µÎ ¹İ´Ş, ¼ÛÀÌ¹°¸¸µÎ, »õ¿ì¹°¸¸µÎ"
"4313","zh-TW","ÔÔİÁûıÎ§èİ","https://tchinese.visitseoul.net/restaurants/ÔÔİÁûıÎ§èİDongbukhwagwawang/TCP004309?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004309","110-842 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡óããáìéÔ× 463-1","03119 âÏì³ã¼ñ¤ÖØÏ¡ñ¤ÖØ46Ê¶11 ","+82-2-742-5168","","11:30~24:00 KST","ò¢ôÑ1ûÜàÊÔÔÓŞÚ¦ó×5¡¢6ûÜõóÏ¢","",""
"11677","zh-TW","èâÛİ","https://tchinese.visitseoul.net/restaurants/Oebaek-TC/TCP011670?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP011670","121-813 âÏì³ã¼Ø«øİÏ¡Óşü£Ô×343-1 ","04172 âÏì³ã¼Ø«øİÏ¡Ô³ü¢2Ê¶4 ","+82-2-712-0985","","ñÎìé~ñÎçé 11:00~14:30¡¢16:30~22:00/ñÎ×¿ 11:00~22:00 KST","ò¢ôÑ5ûÜàÊØ«øİó×3ûÜõóÏ¢   ","",""
"13181","zh-CN","ßúõ®îÄúì???(Seochosundaegukbap) ","https://chinese.visitseoul.net/restaurants/ßúõ®îÄúì???/CNP013108?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP013108","135-860 âÏ?ã¼Ë°Ñõ?Ô³ÍÛÔ× 945-2 ","06258 âÏ?ã¼Ë°Ñõ?Ô³ÍÛÖØ4Ê¶12  ","+82-507-1419-3227","http://blog.naver.com/bbajijik ","10:00 ~ 21:30 KST","3?? ÕŞî¦ó×3?õóÏ¢     ","","îÄúì?"
"6017","en","Ribuk Sonmandu","https://english.visitseoul.net/restaurants/Ribuk-Sonmandu1/ENP006014?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006014","100-170 Mugyo-dong, Jung-gu, Seoul 27","04520 17-13, Mugyo-ro, Jung-gu, Seoul ","+82-2-776-7350","","Weekdays 11:00-21:00, Weekends 11:00-20:00 KST","Line 1 City Hall Exit 4  ","","dumplings"
"6042","ko","¹«µî»ê","https://korean.visitseoul.net/restaurants/¹«µî»ê/KOP006042?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006042","135-948 ¼­¿ï °­³²±¸ Ã»´ãµ¿ 1-15 1-15","06062 ¼­¿ï °­³²±¸ ¼±¸ª·Î146±æ 3 (Ã»´ãµ¿, ½ÂºÀºôµù) ","0507-1409-4017","http://www.moodeungsan.com","10:00 - 22:00","7È£¼± °­³²±¸Ã»¿ª 3-1¹ø Ãâ±¸  ","",""
"6044","en","Moodeungsan","https://english.visitseoul.net/restaurants/Moodeungsan/ENP006042?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006042","135-948 1-15, Cheongdam-dong, Gangnam-gu, Seoul ","06062 3, Seolleung-ro 146-gil, Gangnam-gu, Seoul ","+82-507-1409-4017","http://www.moodeungsan.com","10:00 - 22:00 (KST)","Subway Line 7, Gangnam-gu Office Station, Exit 4 ","KOR",""
"2766","en","Chaesundang (Sinnae) ","https://english.visitseoul.net/restaurants/ChaesundangSinnae/ENP002714?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP002714","  ","02068 623, Yongmasan-ro, Jungnang-gu, Seoul ","+82-2-3421-0313 ","http://www.chaesundang.co.kr ","Daily 11:00 - 22:00 (KST)","Subway Line 7, Sangbong Station, Exit 2    ","KOR",""
"3528","zh-CN","õ®?õ½á³ıŞïÁ(Ttalgigolbunsik)","https://chinese.visitseoul.net/restaurants/õ®?õ½á³ıŞïÁ1/CNP003526?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP003526","03721 âÏ?ã¼à¤ÓŞ??ÓŞãæÔ× 84-8","03721 âÏ?ã¼à¤ÓŞ??æÅÓŞ??Ê¶29 ","+82-2-363-5563","","07:00 ~ 21:30 (KST)","2?? ×ŞÓŞ 2õóÏ¢  ","",""
"2836","ko","ÁÖºó","https://korean.visitseoul.net/restaurants/ÁÖºókr/KOP002836?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002836","150-886 ¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 36","07331 ¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ÀÇ»ç´ç´ë·Î 127 (¿©ÀÇµµµ¿) ","0507-1309-7970","http://www.jubean-coffee.com","10:00 ~ 20:00","5È£¼± ¿©ÀÇµµ¿ª 5¹ø Ãâ±¸  ","",""
"14101","zh-CN","?Ô×Øü?(Jeongdong Guksi)","https://chinese.visitseoul.net/restaurants/?Ô×Øü?Jeongdong-Guksi-C/CNP014100?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP014100","110-120 âÏ?÷å?ã¼ñé??Ô× 22-2","04518 âÏ?ã¼ñé??Ô×Ê¶5 ","+82-2-732-0114","","øÁìí 11:30 ~ 14:00/16:00 ~ 21:00 (KST) ñ²×¿ 11:30 ~ 20:00 (KST)","5?? à¤ÓŞ?ó×5?õóÏ¢  ","","Øü?"
"14117","en","Namu Sairo","https://english.visitseoul.net/restaurants/Namu-Sairo/ENP014115?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014115","110-070 Naesu-dong, Jongno-gu, Seoul 71","03169 24, Sajik-ro 8-gil, Jongno-gu, Seoul ","+82-70-7590-0885","","Weekdays 09:00?21:00, Weekends 09:30?21:00 KST","Line 3 Gyeongbokgung Exit 7  ","",""
"11745","en","Madam Ming ","https://english.visitseoul.net/restaurants/Madam-Ming-EN/ENP011744?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP011744","135-839 889-65, Daechi-dong, Gangnam-gu, Seoul ","06192 5-4, Seolleung-ro 86-gil, Gangnam-gu, Seoul ","+82-2-567-6992","","Mon-Sat 11:30-15:00, 17:00-21:00 KST","Subway Line 2, Seolleung Station, Exit 2   ","",""
"1689","zh-TW","HaejuÕÒØı","https://tchinese.visitseoul.net/restaurants/naengmyeon-tc/TCP001668?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001668"," âÏì³ã¼áæ÷çÏ¡íÙãøÔ×195-9 ","05561 âÏì³ã¼áæ÷çÏ¡Ûİğ­Í¯İÅÖØ7Ê¶8-16 ","02-424-7192","","11:30 ~ 23:00 ","ò¢ôÑ2¡¢9ûÜàÊğüùêê¡ÔÑíŞó×9ûÜõóÏ¢","",""
"1391","zh-CN","Haruyeonga","https://chinese.visitseoul.net/restaurants/Haruyeonga-CN/CNP000477?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP000477","110-126 ¼­¿ï Á¾·Î±¸ Á¾·Î6°¡ 62-2 ","03124 âÏ?ã¼?ÖØ??ÖØ6Ê¶×ÊÍÛÖØ286? ","+82-2-764-1229","http://koguryo.fordining.kr","11:30 ~ 22:00  Øßô¸ù»çí3ïÃò¸4ïÃ?ïÁıÌãÓ","4???ÓŞ?ó×10?õóÏ¢    1???ÓŞ?ó×10?õóÏ¢","",""
"6045","ja","ÙíÔõß£","https://japanese.visitseoul.net/restaurants/ÙíÔõß£1/JPP006042?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006042","135-948 «½«¦«ëã¼Ë°Ñõ??ÓÁÔ×1-15 ","06062 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«½«ó«ë«ó«í146«®«ë3 ","+82-507-1409-4017","http://www.moodeungsan.com","10:00 - 22:00 (KST)","ò¢ù»?7?àÊ¡¸«««ó«Ê«à«°«Á«ç«ó¡¹?4ÛãõóÏ¢ ","",""
"5068","en","Just Steak","https://english.visitseoul.net/restaurants/Just-Steak/ENP005067?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005067","135-897 657-3, Sinsa-dong, Gangnam-gu, Seoul ","06018 29, Seolleung-ro 157-gil, Gangnam-gu, Seoul ","+82-2-544-9357","","Daily 11:30-22:00 KST","* Subway Line 3, Apgujeong Station, Exit 2    * Bundang Line, Apgujeong Rodeo Station, Exit 5","",""
"5071","zh-CN","ß²à÷êªğÓ?éÚšè?(Samseong Wonjoyanggopchang)","https://chinese.visitseoul.net/restaurants/ß²à÷êªğÓ?éÚšè?Samseong-Wonjoyanggopchang/CNP005069?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005069","135-958 âÏ?÷å?ã¼Ë°Ñõ?ôèÓÁÔ× 133-6","06075 âÏ?ã¼Ë°Ñõ??Ô×ÖØ101Ê¶7 ","+82-2-545-8895","","16:00 ~ 23:00 (KST)","7?? ?ÓÁ 14õóÏ¢  ","","éÚšèéÚá³? "
"5155","en","Gisoya","https://english.visitseoul.net/restaurants/Gisoya3/ENP005151?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005151","135-090 157-19, Samseong-dong, Gangnam-gu, Seoul ","06168 13, Samseong-ro 92-gil, Gangnam-gu, Seoul ","+82-2-554-7077","http://www.kisoya.co.kr/","Daily 11:00 - 20:30 (KST)","Subway Line 2, Samseong Station, Exit 5  ","KOR",""
"8146","zh-TW","ìéù¡úÅ","https://tchinese.visitseoul.net/restaurants/Ilpumhyang-TC/TCP008058?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP008058","100-810 âÏì³ã¼ñéÏ¡2Ê¶105 ","04535 âÏì³ã¼ñéÏ¡ÑõÓŞÚ¦ÖØ52-13 ","+82-2-753-6928","","11:00~15:00, 16:30~22:00 KST","ò¢ôÑ4ûÜàÊÙ¥Ô×ó×5ûÜõóÏ¢","",""
"30050","zh-TW","Bombay Grill ×Ş÷ÁêÂïÁ","https://tchinese.visitseoul.net/restaurants/Bombay-Grill-×Ş÷ÁêÂïÁ/TCP029976?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP029976","140-858 âÏì³ã¼×£ß£Ï¡×Ş÷ÁêÂÔ×137-42 ","04405 âÏì³ã¼×£ß£Ï¡éìŞåÓ¦ÖØ10Ê¶11 (×Ş÷ÁêÂÔ×) ","+82-2-792-7155","http://bombaygrill.co.kr/","11:00~22:00 (KST)","ò¢ôÑ6ûÜàÊ×Ş÷ÁêÂó×3ûÜõóÏ¢","ùÛÙş¡¢çÈÙş",""
"1563","en","Jamuna","https://english.visitseoul.net/restaurants/Jamuna/ENP001558?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP001558","110-840 174-1, Changsin-dong, Jongno-gu, Seoul ","03105 321-2, Jong-ro, Jongno-gu, Seoul ","+82-2-765-7827","http://cafe.daum.net/indofood0762","Daily 11:00 - 23:00","Subway Line 1, Dongdaemun Station, Exit 3","",""
"1672","en","Haeju Naengmyeon","https://english.visitseoul.net/restaurants/Haeju-Naengmyeon/ENP001668?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP001668","  "," 8-16, Baekjegobun-ro 7-gil, Songpa-gu, Seoul ","02-424-7192","","Daily 11:30 - 23:00 ","Subway Lines 2 & 9, Sports Complex Station, Exit 9","",""
"4713","ko","°íÇâÁı","https://korean.visitseoul.net/restaurants/°íÇâÁı/KOP004710?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004710","135-821 ¼­¿ï °­³²±¸ ³íÇöµ¿ 115-5 115-5","06061 ¼­¿ï °­³²±¸ ¾ğÁÖ·Î134±æ 20 (³íÇöµ¿) ","02-543-6363","","¿ù~±İ 11:00~14:30, 17:00~22:00 / Åä 11:00~15:00","7È£¼± °­³²±¸Ã» 3¹ø Ãâ±¸  ","","ÀÏ¹İÇÑ½Ä"
"13361","zh-TW","Albaizyn","https://tchinese.visitseoul.net/restaurants/Albaizyn/TCP013359?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013359","110-530 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡û³ûùÔ× 74-6","03076 âÏì³ã¼ñ¤ÖØÏ¡û³ûùÖØ18 ","+82-2-741-5841","","17:00 ~ 21:00 (KST)","ò¢ôÑ4ûÜàÊû³ûùó×4ûÜõóÏ¢","",""
"13175","en","Pajuok","https://english.visitseoul.net/restaurants/Pajuok1/ENP013171?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP013171","100-300 Cho-dong, Jung-gu, Seoul 53-2","04555 23, Mareunnae-ro 2-gil, Jung-gu, Seoul ","+82-2-2267-6149","","11:00 - 22:00  (KST)","Line 3 Chungmuro Exit 6  ","","thick ox-tail soup"
"6153","ja","Ûİ???÷·","https://japanese.visitseoul.net/restaurants/Ûİ???÷·/JPP006151?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006151","100-022 «½«¦«ëã¼ñé?Ù¥Ô×2Ê¶ 50-11","04536 «½«¦«ëã¼«Á«å«ó«°(ñé?)«ß«ç«ó«É«ó8«®«ë8-10 ","+82-2-776-3267","","09:00 ? 22:00 (KST)","2?àÊ «¦«ë«¸«í«¤«Ã«¯ 6ÛãõóÏ¢  ","","??÷·"
"10825","ko","¸¶Æ÷ÁøÂ¥¿øÁ¶ÃÖ´ëÆ÷","https://korean.visitseoul.net/restaurants/¸¶Æ÷ÁøÂ¥¿øÁ¶ÃÖ´ëÆ÷/KOP010823?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010823","121-803 ¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ °ø´öµ¿ 255-5","04213 ¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¸¶Æ÷´ë·Î 112-4  (°ø´öµ¿) ","0507-1333-9293","","11:00 ~ 23:00 ","5È£¼± °ø´ö¿ª 5¹ø Ãâ±¸  ","","µÅÁö°¥ºñ ¼Ò±İ±¸ÀÌ °¥¸Å±â»ì ²®µ¥±â"
"1669","zh-TW","ç½êÅ","https://tchinese.visitseoul.net/restaurants/Yeongwol-TC/TCP001658?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001658","120-825 âÏì³ã¼à¤ÓŞÚ¦Ï¡æÅıûÔ×193-17 ","03708 âÏì³ã¼à¤ÓŞÚ¦Ï¡æÅıûÖØ81-21 ","+82-2-323-4256","","11:00 ~ 22:00 KST","ò¢ôÑ2ûÜàÊûğìÌÓŞùÊó×3ûÜõóÏ¢","",""
"1149","zh-TW","Evans","https://tchinese.visitseoul.net/restaurants/Evans-TC/TCP001142?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001142","121-895 âÏì³ã¼Ø«øİÏ¡à¤ÎéÔ×407-3 ","04049 âÏì³ã¼Ø«øİÏ¡èÂéÚß£ÖØ63 ","+82-2-337-8361","http://www.clubevans.com/","19:30~22:40 KST","ò¢ôÑ6ûÜàÊß¾â©ó×1ûÜõóÏ¢","ùÛÙş¡¢çÈÙş",""
"1148","zh-CN","Evans","https://chinese.visitseoul.net/restaurants/Evans-CN/CNP001142?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP001142","121-895  ","04049 âÏ?ã¼Ø«øİ?èÂéÚß£ÖØ63 ","+82-2-337-8361","http://www.clubevans.com/","19:30~22:40 KST","6?? ß¾â©ó×1õóÏ¢","","íÉŞÍñĞ?"
"5007","en","Le Port 13","https://english.visitseoul.net/restaurants/Dining-Tent1/ENP005007?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005007","06028 525-13, Sinsa-dong, Gangnam-gu, Seoul ","06028 13-13, Apgujeong-ro 4-gil, Gangnam-gu, Seoul ","+82-507-1376-1533","","Daily 11:30 - 24:00 (KST) * Sat/Sun 12:30 - 24:00 (KST) ","Subway Line 3, Sinsa Station, Exit 8  ","",""
"4815","zh-TW","Potala","https://tchinese.visitseoul.net/restaurants/Potala9/TCP004813?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004813","110-111 âÏì³ã¼ñ¤ÖØÏ¡Î»ôÑÔ× 35-2","03191 âÏì³ã¼ñ¤ÖØÏ¡?Í¢ô¹ÖØ99 ","+82-507-1421-0094","","øÁìí11:00~15:00¡¢17:00~22:00/ñÎØÇ11:00~22:00 KST","ò¢ôÑ2ûÜàÊëàò¨ÖØ3Ê¶ó×1¡¢2ûÜõóÏ¢","",""
"7193","en","Cham Seolnongtang","https://english.visitseoul.net/restaurants/Cham-Seolnongtang1/ENP007190?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP007190","06729 Seocho-dong, Seocho-gu, Seoul ","06729 424, Hyoryeong-ro, Seocho-gu, Seoul ","+82-2-3471-2488","","Open 24 hours year-round","Line 3 Yangjae Exit 2  ","",""
"1261","zh-TW","Fresca 29","https://tchinese.visitseoul.net/restaurants/Fresca-29/TCP001252?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001252","135-854 âÏì³ã¼Ë°ÑõÏ¡Ô³ÍÛÔ×517-11 ","06301 âÏì³ã¼Ë°ÑõÏ¡ÖåúÖÖØ28Ê¶29 ","+82-507-1414-2558","","10:00~19:00 KST","3ûÜàÊØŞÜèó×4ûÜõóÏ¢","",""
"5621","en","Hadonggwan","https://english.visitseoul.net/restaurants/Hadonggwan/ENP005614?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005614","100-021 10-4, Myeong-dong 1(il)-ga, Jung-gu, Seoul ","04538 12, Myeongdong 9-gil, Jung-gu, Seoul ","+82-2-776-5656","","Daily 07:00 - 16:00 KST","Subway Line 2, Euljiro 1(il)-ga Station, Exit 5","",""
"26710","zh-CN","ß²?ÖØÏ¢ë¿? CentralCityïÁ","https://chinese.visitseoul.net/restaurants/Samgeori-Pujutgan-Central-City-ch/CNP026643?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP026643","  ","06545 âÏ? ßúõ®? ŞŞøÁÓŞÖØ 205  ","+82-2-6052-0103","https://www.instagram.com/3geori_butchers/","øÁìí11:30 - 15:00 / 17:00 - 22:00 (KST) ñ²ØÇ11:30 - 21:00 (KST)","3,7?? ÍÔáÜ÷éŞÍËÔ?ó×2,3?õóÏ¢","??","îÄÛÉ, ?çéü£ë¿"
"27458","ko","Á¤¾Ö¸À´ã","https://korean.visitseoul.net/restaurants/Á¤¾Ö¸À´ã/KOP027458?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP027458","156-815 ¼­¿ï µ¿ÀÛ±¸ »ç´çµ¿ 91-177 ","06997 ¼­¿ï µ¿ÀÛ±¸ µ¿ÀÛ´ë·Î29³ª±æ 10  ","0507-1355-9096","https://www.jeongaematdam.com/","¹æ¹® Àü ÀüÈ­ ¶Ç´Â Ä«Ä«¿ÀÅå ¹®ÀÇ","4?7È£¼± ÃÑ½Å´ëÀÔ±¸(ÀÌ¼ö)¿ª 14¹ø Ãâ±¸","ÇÑ±¹¾î","¸»¶ûÀÎÀı¹Ì, ¾Ó¹ö¶±"
"11665","zh-CN","ÑÑä«óø÷ù(Kimssidoma) ","https://chinese.visitseoul.net/restaurants/ÑÑä«óø÷ùKimssidoma/CNP011656?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP011656","110-070 âÏ?ã¼?ÖØ??âÍÔ× 74 ","03173 âÏ?ã¼?ÖØ?ŞäòÃÖØ8Ê¶42  ","+82-2-738-9288","","11:30 ~ 22:00  ","3??ÌØÜØ?ó×6õóÏ¢    ","","Óïï·Øü"
"6155","en","Baekje Samgyetang","https://english.visitseoul.net/restaurants/Baekje-Samgyetang1/ENP006151?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006151","100-022 Myeong-dong 2(i)-ga, Jung-gu, Seoul 50-11","04536 8-10, Myeongdong 8-gil, Jung-gu, Seoul ","+82-2-776-3267","","09:00 - 22:00 (KST)","Line 2 Euljiro 1(il)-ga Exit 6  ","","ginseng chicken soup"
"10852","zh-CN","Ùë?Ô×ÊÎÙ¥÷¼??Ê«(Mugyodong Bugeogukjip)","https://chinese.visitseoul.net/restaurants/Ùë?Ô×ÊÎÙ¥÷¼??Ê«Mugyodong-Bugeogukjip1/CNP010848?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP010848","100-180 âÏ?÷å?ã¼ñé?ÒşÔ× 173","04522 âÏ?ã¼ñé?ëàò¨ÖØ1Ê¶38 ","+82-2-777-3891","","øÁìí 07:00 ~ 20:00, ñ²ØÇ 07:00~15:00 KST","1?? ã¼ïÙİ¤ó×4?õóÏ¢  ","","ÊÎÙ¥÷¼??"
"1157","ja","All That Jazz","https://japanese.visitseoul.net/restaurants/all-that-jazz-jp/JPP001154?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP001154","140-863 «½«¦«ëã¼×£ß£?×Ş÷ÁêÂÔ×112-4 3Í­","04350 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«¤«Æ«¦«©«ó«í27«¬«®«ë12 (×Ş÷ÁêÂÔ×)3Í­","+82-2-795-5701","","ìí~ÙÊ18:00~24:00¡¢ÑÑ~÷Ï18:00~01:00 KST","ò¢ù»?6?àÊ¡¸«¤«Æ«¦«©«ó¡¹?2ÛãõóÏ¢","","«¸«ã«º«Ğ?"
"4241","zh-TW","æÅıûÔ×Óïï·Øı","https://tchinese.visitseoul.net/restaurants/Yeonhuidong-Kalguksu-TC/TCP004227?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004227","120-110 âÏì³ã¼à¤ÓŞÚ¦Ï¡æÅıûÔ×132-29 ","03703 âÏì³ã¼à¤ÓŞÚ¦Ï¡æÅıûÚ¸ãİÖØ37 ","+82-2-333-3955","","11:00 ~ 21:00 KST","ò¢ôÑ2ûÜàÊûğìÌÓŞùÊó×3ûÜõóÏ¢   ","",""
"5514","en","Keungiwajip ","https://english.visitseoul.net/restaurants/Keungiwajip/ENP005504?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005504","110-200 122-3, Sogyeok-dong, Jongno-gu, Seoul ","03053 62, Bukchon-ro 5-gil, Jongno-gu, Seoul ","+82-2-722-9024","","11:30-15:00, 17:30-21:00 KST","Subway Line 3, Anguk Station, Exit 1    ","",""
"4122","en","Sushi Gen","https://english.visitseoul.net/restaurants/Sushi-Gen1/ENP004122?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP004122","120-836 392-32, Seogyo-dong, Mapo-gu, Seoul ","04037 6-12, Yanghwa-ro 7-gil, Mapo-gu, Seoul ","+82-2-3144-7733 ","","Daily 11:30 - 15:00 & 17:00 - 22:00 (KST)","Subway Line 2, Hapjeong Station, Exit 2  ","",""
"30089","ja","Mr. Kebab ×Ş÷ÁêÂÜâïÁ","https://japanese.visitseoul.net/restaurants/mr-kebab-itaewon-branch-jp/JPP029979?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP029979","140-858 «½«¦«ëã¼×£ß£?×Ş÷ÁêÂÔ×127-2 ","04406 «½«¦«ëã¼×£ß£?«¤«Æ«¦«©«ó«í192 (×Ş÷ÁêÂÔ×)","+82-2-792-1997","http://www.mrkebab.co.kr/","24ãÁÊà","ò¢ù»?6?àÊ¡¸«¤«Æ«¦«©«ó¡¹?3ÛãõóÏ¢","çÈåŞ¡¤ùÛ?åŞ",""
"13793","en","Gukwa","https://english.visitseoul.net/restaurants/Gukwa1/ENP013791?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP013791","140-030 Ichon-dong, Yongsan-gu, Seoul 300-58","140-030 276-1, Ichon-ro, Yongsan-gu, Seoul ","+82-2-794-8105","","11:00 ~ 03:00","Line 4 Ichon Exit 3-1  ","","Japanese tavern"
"10779","en","Doenjang Yesul Toenmaru","https://english.visitseoul.net/restaurants/Doenjang-Yesul-Toenmaru1/ENP010778?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP010778","110-290 Insa-dong, Jongno-gu, Seoul 4-2","110-290 3,?Jinjuseong-ro 35beon-gil,?Jinju-si,?Gyeongsangnam-do ","+82-2-739-5683","","11:30 a.m. - 10 p.m.","Line 1 Jongno 3(sam)-ga Exit 6  ","","marinated raw crab"
